Equipa,JogosDisputados,Vitórias,Empates,Derrotas,GolosMarcados,DiferençaDeGolos,Pontos,GolosEsperadosSofridos,DiferençaDeGolosEsperados,Assistências,Golos+Assistências,ConduçõesProgressivas,JogosSemSofrerGolos,%DeJogosSemSofrerGolos,%DeDefesas,RematesÀBalizaSofridos,GolosEsperadosAposRemate,GolosEsperadosAposRemate+/-,AcoesForaDaGrandeArea,Remates,RematesÀBaliza,%DeRematesÀBaliza,GolosEsperados,%DePassesCompletos,DistanciaTotalPercorrida,DistanciaProgressivaPercorrida,Assistencias,PassesChave,TentativasDePasse,BolasEmProfundidade,InversoesDeJogo,AcoesQueCriamRemates,AcoesQueCriamRematesPor90minutos,AcoesQueCriamGolos,AcoesQueCriamGolosPor90minutos,Desarmes,Intercecoes,Bloqueamentos,Desarmes+Intercecoes,Alivios,PosseDeBola,ToquesNaBola,ConducoesProgressivas,RececoesProgressivas,SaldoDeGolos+/-,SaldoDeGolos+/-Por90minutos,SaldoDeGolosEsperados+/-,SaldoDeGolosEsperados+/-Por90minutos,%DeDuelosAéreosGanhos,Epoca,Golos,GolosSofridos,GolosEsperadosAssistidos,GolosEsperadosSemPenáltis,PassesProgressivos
Porto,30,23,6,1,69,50,75,0.0,0.0,47,114,0.0,18,60.0,80.4,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,19,0.0,0.0,0.0
Benfica,30,21,6,3,66,39,69,0.0,0.0,45,110,0.0,8,26.7,73.3,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,27,0.0,0.0,0.0
Braga,30,19,5,6,59,30,62,0.0,0.0,35,93,0.0,10,33.3,75.2,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,29,0.0,0.0,0.0
Sporting CP,30,18,5,7,47,21,59,0.0,0.0,23,69,0.0,14,46.7,73.5,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,26,0.0,0.0,0.0
Marítimo,30,14,8,8,41,3,50,0.0,0.0,25,66,0.0,7,23.3,70.3,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,38,0.0,0.0,0.0
Vitória,30,14,3,13,40,0,45,0.0,0.0,27,67,0.0,8,26.7,72.2,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,40,0.0,0.0,0.0
Nacional,30,13,5,12,48,-2,44,0.0,0.0,23,70,0.0,8,26.7,67.5,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,50,0.0,0.0,0.0
Olhanense,30,9,12,9,36,-2,39,0.0,0.0,20,55,0.0,8,26.7,73.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,38,0.0,0.0,0.0
Gil Vicente,30,8,10,12,31,-11,34,0.0,0.0,18,48,0.0,10,33.3,69.8,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,42,0.0,0.0,0.0
Paços de Ferreira,30,8,7,15,35,-18,31,0.0,0.0,26,61,0.0,3,10.0,64.7,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,53,0.0,0.0,0.0
Vitória Setúbal,30,8,6,16,24,-25,30,0.0,0.0,11,34,0.0,6,20.0,66.9,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,49,0.0,0.0,0.0
Beira-Mar,30,8,5,17,26,-12,29,0.0,0.0,20,46,0.0,9,30.0,72.7,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,38,0.0,0.0,0.0
Académica,30,7,8,15,27,-11,29,0.0,0.0,17,43,0.0,10,33.3,72.9,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,38,0.0,0.0,0.0
Rio Ave,30,7,7,16,33,-9,28,0.0,0.0,21,54,0.0,10,33.3,71.6,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,42,0.0,0.0,0.0
Feirense,30,5,9,16,27,-22,24,0.0,0.0,19,45,0.0,7,23.3,65.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,49,0.0,0.0,0.0
União de Leiria,30,5,4,21,25,-31,19,0.0,0.0,12,36,0.0,8,26.7,62.5,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012,0.0,56,0.0,0.0,0.0
Porto,30,27,3,0,73,57,84,0.0,0.0,43,114,0.0,19,63.3,81.8,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,16,0.0,0.0,0.0
Benfica,30,20,3,7,61,30,63,0.0,0.0,37,98,0.0,13,43.3,72.1,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,31,0.0,0.0,0.0
Sporting CP,30,13,9,8,41,10,48,0.0,0.0,24,65,0.0,10,33.3,70.2,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,31,0.0,0.0,0.0
Braga,30,13,7,10,45,12,46,0.0,0.0,25,68,0.0,10,33.3,69.7,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,33,0.0,0.0,0.0
Vitória,30,12,7,11,36,-1,43,0.0,0.0,21,56,0.0,10,33.3,72.6,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,37,0.0,0.0,0.0
Nacional,30,11,9,10,28,-3,42,0.0,0.0,15,43,0.0,11,36.7,75.4,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,31,0.0,0.0,0.0
Paços de Ferreira,30,10,11,9,35,-7,41,0.0,0.0,19,51,0.0,9,30.0,70.6,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,42,0.0,0.0,0.0
Rio Ave,30,10,8,12,35,2,38,0.0,0.0,21,56,0.0,11,36.7,73.4,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,33,0.0,0.0,0.0
Marítimo,30,9,8,13,33,1,35,0.0,0.0,21,54,0.0,8,26.7,71.9,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,32,0.0,0.0,0.0
União de Leiria,30,9,8,13,25,-13,35,0.0,0.0,16,40,0.0,10,33.3,67.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,38,0.0,0.0,0.0
Olhanense,30,7,13,10,24,-10,34,0.0,0.0,18,41,0.0,10,33.3,67.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,34,0.0,0.0,0.0
Vitória Setúbal,30,8,10,12,29,-13,34,0.0,0.0,17,46,0.0,8,26.7,70.2,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,42,0.0,0.0,0.0
Beira-Mar,30,7,12,11,32,-4,33,0.0,0.0,26,58,0.0,6,20.0,74.5,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,36,0.0,0.0,0.0
Académica,30,7,9,14,32,-16,30,0.0,0.0,19,51,0.0,7,23.3,66.7,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,48,0.0,0.0,0.0
Portimonense,30,6,7,17,29,-20,25,0.0,0.0,20,48,0.0,4,13.3,70.1,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,49,0.0,0.0,0.0
Naval,30,5,8,17,26,-25,23,0.0,0.0,12,38,0.0,4,13.3,67.1,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-2011,0.0,51,0.0,0.0,0.0
Benfica,30,24,4,2,78,58,76,0.0,0.0,51,128,0.0,16,53.3,78.9,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,20,0.0,0.0,0.0
Braga,30,22,5,3,48,28,71,0.0,0.0,26,73,0.0,15,50.0,82.1,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,20,0.0,0.0,0.0
Porto,30,21,5,4,70,44,68,0.0,0.0,36,106,0.0,10,33.3,75.9,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,26,0.0,0.0,0.0
Sporting CP,30,13,9,8,42,16,48,0.0,0.0,28,69,0.0,12,40.0,78.5,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,26,0.0,0.0,0.0
Marítimo,30,11,8,11,42,-1,41,0.0,0.0,14,53,0.0,7,23.3,75.6,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,43,0.0,0.0,0.0
Vitória,30,11,8,11,31,-3,41,0.0,0.0,23,54,0.0,15,50.0,76.9,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,34,0.0,0.0,0.0
Nacional,30,10,9,11,36,-10,39,0.0,0.0,16,52,0.0,6,20.0,69.7,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,46,0.0,0.0,0.0
Naval,30,10,6,14,20,-15,36,0.0,0.0,15,33,0.0,11,36.7,76.4,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,35,0.0,0.0,0.0
União de Leiria,30,9,8,13,35,-6,35,0.0,0.0,18,51,0.0,10,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,41,0.0,0.0,0.0
Paços de Ferreira,30,8,11,11,32,-5,35,0.0,0.0,12,42,0.0,6,20.0,69.9,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,37,0.0,0.0,0.0
Académica,30,8,9,13,37,-5,33,0.0,0.0,21,58,0.0,8,26.7,68.7,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,42,0.0,0.0,0.0
Rio Ave,30,6,13,11,22,-11,31,0.0,0.0,14,36,0.0,13,43.3,77.4,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,33,0.0,0.0,0.0
Olhanense,30,5,14,11,31,-15,29,0.0,0.0,15,46,0.0,8,26.7,67.9,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,46,0.0,0.0,0.0
Vitória Setúbal,30,5,10,15,29,-28,25,0.0,0.0,19,47,0.0,6,20.0,62.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,57,0.0,0.0,0.0
Belenenses,30,4,11,15,23,-21,23,0.0,0.0,9,32,0.0,8,26.7,71.2,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,44,0.0,0.0,0.0
Leixões,30,5,6,19,25,-26,21,0.0,0.0,14,38,0.0,5,16.7,68.5,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010,0.0,51,0.0,0.0,0.0
Porto,30,21,7,2,61,43,70,0.0,0.0,38,99,0.0,16,53.3,78.3,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,18,0.0,0.0,0.0
Sporting CP,30,20,6,4,45,25,66,0.0,0.0,25,70,0.0,15,50.0,80.4,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,20,0.0,0.0,0.0
Benfica,30,17,8,5,54,22,59,0.0,0.0,24,77,0.0,9,30.0,71.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,32,0.0,0.0,0.0
Nacional,30,15,7,8,47,15,52,0.0,0.0,31,78,0.0,10,33.3,77.8,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,32,0.0,0.0,0.0
Braga,30,13,11,6,38,17,50,0.0,0.0,24,61,0.0,15,50.0,79.4,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,21,0.0,0.0,0.0
Leixões,30,12,9,9,30,-1,45,0.0,0.0,15,43,0.0,12,40.0,73.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,31,0.0,0.0,0.0
Académica,30,10,9,11,28,-4,39,0.0,0.0,15,43,0.0,10,33.3,74.8,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,32,0.0,0.0,0.0
Vitória,30,10,8,12,32,-4,38,0.0,0.0,18,48,0.0,8,26.7,75.2,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,36,0.0,0.0,0.0
Marítimo,30,9,10,11,35,-1,37,0.0,0.0,18,53,0.0,10,33.3,75.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,36,0.0,0.0,0.0
Paços de Ferreira,30,9,7,14,37,-5,34,0.0,0.0,15,51,0.0,9,30.0,69.3,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,42,0.0,0.0,0.0
Estrela,30,8,10,12,26,-12,34,0.0,0.0,13,39,0.0,10,33.3,70.8,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,38,0.0,0.0,0.0
Rio Ave,30,8,6,16,20,-15,30,0.0,0.0,9,29,0.0,8,26.7,75.2,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,35,0.0,0.0,0.0
Naval,30,7,8,15,25,-14,29,0.0,0.0,13,38,0.0,7,23.3,72.1,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,39,0.0,0.0,0.0
Vitória Setúbal,30,7,5,18,21,-25,26,0.0,0.0,6,27,0.0,7,23.3,64.1,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,46,0.0,0.0,0.0
Belenenses,30,5,9,16,28,-24,24,0.0,0.0,15,42,0.0,4,13.3,71.9,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,52,0.0,0.0,0.0
Trofense,30,5,8,17,25,-17,23,0.0,0.0,14,39,0.0,8,26.7,74.9,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009,0.0,42,0.0,0.0,0.0
